source,city,category,type,code,title,price,biomaterial_price,turnaround_time,url,scraped_at
Helix,Екатеринбург,Все анализы,analysis,07-163,"Определение авидности иммуноглобулинов к вирусу краснухи (Rubella virus, IgG)",1340,,До 9 суток. Указанный срок не включает день взятия биоматериала,https://helix.ru/catalog/item/07-163,2026-08-02T07:17:09.253Z
Helix,Екатеринбург,Все анализы,analysis,07-170,"Антитела к белку теплового шока хламидии (Chlamydia trachomatis) (anti-cHSP60, IgG)",995,,До 6 суток. Указанный срок не включает день взятия биоматериала,https://helix.ru/catalog/item/07-170,2026-08-02T07:17:09.253Z
Helix,Екатеринбург,Все анализы,analysis,07-161,"Определение авидности иммуноглобулинов к вирусу Эпштейна – Барр (EBV VCA, IgG)",1090,,До 9 суток. Указанный срок не включает день взятия биоматериала,https://helix.ru/catalog/item/07-161,2026-08-02T07:17:09.253Z
Helix,Екатеринбург,Все анализы,analysis,07-166,"Антитела к хламидии пситаци (Chlamydia psittaci, IgA)",2365,,До 9 суток. Указанный срок не включает день взятия биоматериала,https://helix.ru/catalog/item/07-166,2026-08-02T07:17:09.253Z
Helix,Екатеринбург,Все анализы,analysis,07-168,"Антитела к хламидии пситаци (Chlamydia psittaci, IgG)",2365,,До 9 суток. Указанный срок не включает день взятия биоматериала,https://helix.ru/catalog/item/07-168,2026-08-02T07:17:09.253Z
Helix,Екатеринбург,Все анализы,analysis,07-167,"Антитела к хламидии пситаци (Chlamydia psittaci, IgM)",2365,,До 9 суток. Указанный срок не включает день взятия биоматериала,https://helix.ru/catalog/item/07-167,2026-08-02T07:17:09.253Z
Helix,Екатеринбург,Все анализы,analysis,07-160,"Определение авидности иммуноглобулинов к цитомегаловирусу (Cytomegalovirus, IgG)",1710,,До 00:00 следующего дня. Указанный срок не включает день взятия биоматериала,https://helix.ru/catalog/item/07-160,2026-08-02T07:17:09.253Z
Helix,Екатеринбург,Все анализы,analysis,07-165,Иммунологическая диагностика туберкулёза методом T-SPOT.TB,6775,,До 3 суток. Указанный срок не включает день взятия биоматериала,https://helix.ru/catalog/item/07-165,2026-08-02T07:17:09.253Z
Helix,Екатеринбург,Все анализы,analysis,07-172,"Антитела к аденовирусу (Adenoviridae, IgA)",1365,,До 8 суток,https://helix.ru/catalog/item/07-172,2026-08-02T07:17:09.253Z
Helix,Екатеринбург,Все анализы,analysis,07-188,"Антитела к шистосомам (Schistosoma spp., IgG)",1100,,До 9 суток. Указанный срок не включает день взятия биоматериала,https://helix.ru/catalog/item/07-188,2026-08-02T07:17:09.253Z
Helix,Екатеринбург,Все анализы,analysis,07-174,"Антитела к вирусу гепатита C (anti-HCV, IgM)",645,,До 7 суток. Указанный срок не включает день взятия биоматериала,https://helix.ru/catalog/item/07-174,2026-08-02T07:17:09.253Z
Helix,Екатеринбург,Все анализы,analysis,07-179,"Антитела к цитомегаловирусу (Cytomegalovirus, IgG) (иммуноблот)",8770,,До 5 суток. Указанный срок не включает день взятия биоматериала,https://helix.ru/catalog/item/07-179,2026-08-02T07:17:09.253Z
Helix,Екатеринбург,Все анализы,analysis,07-186,"Антитела к описторхам (Opisthorchis, IgM)",930,,До 4 суток. Указанный срок не включает день взятия биоматериала,https://helix.ru/catalog/item/07-186,2026-08-02T07:17:09.253Z
Helix,Екатеринбург,Все анализы,analysis,07-187,"ЦИК, содержащие антигены описторхов",610,,До 10 суток. Указанный срок не включает день взятия биоматериала,https://helix.ru/catalog/item/07-187,2026-08-02T07:17:09.253Z
Helix,Екатеринбург,Все анализы,analysis,07-175,"Антитела к вирусу гепатита E (anti-HEV, IgG)",1050,,До 7 суток. Указанный срок не включает день взятия биоматериала,https://helix.ru/catalog/item/07-175,2026-08-02T07:17:09.253Z
Helix,Екатеринбург,Все анализы,analysis,07-190,Антитела к лейшмании (Leishmania infantum),1280,,До 10 суток. Указанный срок не включает день взятия биоматериала,https://helix.ru/catalog/item/07-190,2026-08-02T07:17:09.253Z
Helix,Екатеринбург,Все анализы,analysis,07-176,"Антитела к вирусу Эпштейна – Барр (EBV, IgM) (иммуноблот)",6450,,До 7 суток. Указанный срок не включает день взятия биоматериала,https://helix.ru/catalog/item/07-176,2026-08-02T07:17:09.253Z
Helix,Екатеринбург,Все анализы,analysis,07-177,"Антитела к вирусу Эпштейна – Барр (EBV, IgG) (иммуноблот)",6450,,До 7 суток. Указанный срок не включает день взятия биоматериала,https://helix.ru/catalog/item/07-177,2026-08-02T07:17:09.253Z
Helix,Екатеринбург,Все анализы,analysis,07-173,"Антитела к аденовирусу (Adenoviridae, IgG)",1460,,До 8 суток,https://helix.ru/catalog/item/07-173,2026-08-02T07:17:09.253Z
Helix,Екатеринбург,Все анализы,analysis,07-181,"Антитела к боррелии (Borrelia, IgG) (иммуноблот)",3325,,До 8 суток. Указанный срок не включает день взятия биоматериала,https://helix.ru/catalog/item/07-181,2026-08-02T07:17:09.253Z
Helix,Екатеринбург,Все анализы,analysis,07-180,"Антитела к боррелии (Borrelia, IgM) (иммуноблот)",3325,,До 8 суток. Указанный срок не включает день взятия биоматериала,https://helix.ru/catalog/item/07-180,2026-08-02T07:17:09.253Z
Helix,Екатеринбург,Все анализы,analysis,07-223,Антитела к возбудителям бруцеллеза (Brucella spp.),710,,До 2 суток. Указанный срок не включает день взятия биоматериала,https://helix.ru/catalog/item/07-223,2026-08-02T07:17:09.253Z
Helix,Екатеринбург,Все анализы,analysis,07-204,"Антитела к вирусу герпеса (HHV 8, IgG)",1210,,До 6 суток. Указанный срок не включает день взятия биоматериала,https://helix.ru/catalog/item/07-204,2026-08-02T07:17:09.253Z
Helix,Екатеринбург,Все анализы,analysis,07-194,"Антитела к дрожжеподобным грибам (Candida albicans, IgA)",900,,До 6 суток. Указанный срок не включает день взятия биоматериала,https://helix.ru/catalog/item/07-194,2026-08-02T07:17:09.253Z
Helix,Екатеринбург,Все анализы,analysis,07-198,"Антитела к бруцеллам (Brucella, IgА)",1010,,До 4 суток. Указанный срок не включает день взятия биоматериала,https://helix.ru/catalog/item/07-198,2026-08-02T07:17:09.253Z
Helix,Екатеринбург,Все анализы,analysis,07-203,"Антитела к главному белку наружной мембраны МОМР и мембраноассоциированному плазмидному белку Pgp3 Chlamydia trachomatis, IgG",955,,До 6 суток. Указанный срок не включает день взятия биоматериала,https://helix.ru/catalog/item/07-203,2026-08-02T07:17:09.253Z
Helix,Екатеринбург,Все анализы,analysis,07-208,"Антитела к коронавирусу SARS-CoV-2 (COVID19), к спайковому (S) и нуклеокапсидному (N) белкам, IgG, качественно",680,,До 2 суток. Указанный срок не включает день взятия биоматериала,https://helix.ru/catalog/item/07-208,2026-08-02T07:17:09.253Z
Helix,Екатеринбург,Все анализы,analysis,07-195,"Антитела к дрожжеподобным грибам (Candida albicans, IgM)",805,,До 5 суток. Указанный срок не включает день взятия биоматериала,https://helix.ru/catalog/item/07-195,2026-08-02T07:17:09.253Z
Helix,Екатеринбург,Все анализы,analysis,07-199,"Антитела к бруцеллам (Brucella, IgG)",645,,До 4 суток. Указанный срок не включает день взятия биоматериала,https://helix.ru/catalog/item/07-199,2026-08-02T07:17:09.253Z
Helix,Екатеринбург,Все анализы,analysis,07-209,"Антитела к коронавирусу SARS-CoV-2 (COVID-19), IgM, качественно",725,,До 4 суток. Указанный срок не включает день взятия биоматериала,https://helix.ru/catalog/item/07-209,2026-08-02T07:17:09.253Z
Helix,Екатеринбург,Все анализы,analysis,07-200,"Поверхностный антиген вируса гепатита В (HBsAg), количественно",1830,,До 3 суток. Указанный срок не включает день взятия биоматериала,https://helix.ru/catalog/item/07-200,2026-08-02T07:17:09.253Z
Helix,Екатеринбург,Все анализы,analysis,07-196,"Антитела к парвовирусу (Parvovirus B19, IgG)",1965,,До 8 суток. Указанный срок не включает день взятия биоматериала,https://helix.ru/catalog/item/07-196,2026-08-02T07:17:09.253Z
Helix,Екатеринбург,Все анализы,analysis,07-197,"Антитела к парвовирусу (Parvovirus B19, IgM)",965,,До 8 суток. Указанный срок не включает день взятия биоматериала,https://helix.ru/catalog/item/07-197,2026-08-02T07:17:09.253Z
Helix,Екатеринбург,Все анализы,complex,08-001,17-кетостероиды (17-КС) в моче (развернутый),3215,,До 5 суток. Указанный срок не включает день взятия биоматериала,https://helix.ru/catalog/item/08-001,2026-08-02T07:17:09.253Z
Helix,Екатеринбург,Все анализы,analysis,08-011,Суммарные иммуноглобулины M (IgM) в сыворотке,370,,До 2 суток. Указанный срок не включает день взятия биоматериала,https://helix.ru/catalog/item/08-011,2026-08-02T07:17:09.253Z
Helix,Екатеринбург,Все анализы,analysis,08-009,Суммарные иммуноглобулины A (IgA) в сыворотке,370,,До 2 суток. Указанный срок не включает день взятия биоматериала,https://helix.ru/catalog/item/08-009,2026-08-02T07:17:09.253Z
Helix,Екатеринбург,Все анализы,analysis,08-006,Раковый антиген CA 19-9,890,,До 2 суток. Указанный срок не включает день взятия биоматериала,https://helix.ru/catalog/item/08-006,2026-08-02T07:17:09.253Z
Helix,Екатеринбург,Все анализы,analysis,08-005,Раковый антиген CA 15-3,830,,До 2 суток. Указанный срок не включает день взятия биоматериала,https://helix.ru/catalog/item/08-005,2026-08-02T07:17:09.253Z
Helix,Екатеринбург,Все анализы,analysis,08-007,Раковый антиген CA 72-4,1135,,До 00:00 следующего дня. Указанный срок не включает день взятия биоматериала,https://helix.ru/catalog/item/08-007,2026-08-02T07:17:09.253Z
Helix,Екатеринбург,Все анализы,analysis,08-004,Раковый антиген CA 125,780,,До 2 суток. Указанный срок не включает день взятия биоматериала,https://helix.ru/catalog/item/08-004,2026-08-02T07:17:09.253Z
Helix,Екатеринбург,Все анализы,analysis,08-008,Фрагменты цитокератина 19 CYFRA 21-1,1145,,До 4 суток,https://helix.ru/catalog/item/08-008,2026-08-02T07:17:09.253Z
Helix,Екатеринбург,Все анализы,analysis,08-010,Суммарные иммуноглобулины G (IgG) в сыворотке,370,,До 2 суток. Указанный срок не включает день взятия биоматериала,https://helix.ru/catalog/item/08-010,2026-08-02T07:17:09.253Z
Helix,Екатеринбург,Все анализы,analysis,08-003,17-гидроксипрогестерон (17-ОПГ),680,,До 3 суток,https://helix.ru/catalog/item/08-003,2026-08-02T07:17:09.253Z
Helix,Екатеринбург,Все анализы,analysis,08-012,Адренокортикотропный гормон (АКТГ),850,,До 00:00 следующего дня. Указанный срок не включает день взятия биоматериала,https://helix.ru/catalog/item/08-012,2026-08-02T07:17:09.253Z
Helix,Екатеринбург,Все анализы,analysis,07-226,"Антитела к коклюшной палочке (Bordetella pertussis, IgA), количественно",1130,,До 5 суток. Указанный срок не включает день взятия биоматериала,https://helix.ru/catalog/item/07-226,2026-08-02T07:17:09.253Z
Helix,Екатеринбург,Все анализы,analysis,08-013,Альдостерон,1085,,До 6 суток,https://helix.ru/catalog/item/08-013,2026-08-02T07:17:09.253Z
Helix,Екатеринбург,Все анализы,analysis,08-020,Бета-субъединица хорионического гонадотропина человека (бета-ХГЧ),430,,До 00:00 следующего дня. Указанный срок не включает день взятия биоматериала,https://helix.ru/catalog/item/08-020,2026-08-02T07:17:09.253Z
Helix,Екатеринбург,Все анализы,analysis,08-027,Кальцитонин в сыворотке,960,,До 2 суток. Указанный срок не включает день взятия биоматериала,https://helix.ru/catalog/item/08-027,2026-08-02T07:17:09.253Z
Helix,Екатеринбург,Все анализы,analysis,08-019,Бета-2-микроглобулин в моче,975,,До 3 суток. Указанный срок не включает день взятия биоматериала,https://helix.ru/catalog/item/08-019,2026-08-02T07:17:09.253Z
Helix,Екатеринбург,Все анализы,analysis,08-024,Дигидротестостерон,1570,,До 4 суток. Указанный срок не включает день взятия биоматериала,https://helix.ru/catalog/item/08-024,2026-08-02T07:17:09.253Z
Helix,Екатеринбург,Все анализы,analysis,08-026,Инсулин,735,,До 2 суток. Указанный срок не включает день взятия биоматериала,https://helix.ru/catalog/item/08-026,2026-08-02T07:17:09.253Z
Helix,Екатеринбург,Все анализы,analysis,08-021,Свободная бета-субъединица хорионического гонадотропина человека (бета-ХГЧ свободный),825,,До 3 суток,https://helix.ru/catalog/item/08-021,2026-08-02T07:17:09.253Z
Helix,Екатеринбург,Все анализы,analysis,08-016,Альфа-фетопротеин (альфа-ФП),520,,До 2 суток. Указанный срок не включает день взятия биоматериала,https://helix.ru/catalog/item/08-016,2026-08-02T07:17:09.253Z
Helix,Екатеринбург,Все анализы,analysis,08-023,"Глобулин, связывающий половые гормоны (ГСПГ)",580,,До 2 суток. Указанный срок не включает день взятия биоматериала,https://helix.ru/catalog/item/08-023,2026-08-02T07:17:09.253Z
Helix,Екатеринбург,Все анализы,analysis,08-018,Бета-2-микроглобулин в сыворотке,990,,До 4 суток. Указанный срок не включает день взятия биоматериала,https://helix.ru/catalog/item/08-018,2026-08-02T07:17:09.253Z
Helix,Екатеринбург,Все анализы,analysis,08-014,Андростендион,1340,,До 7 суток. Указанный срок не включает день взятия биоматериала,https://helix.ru/catalog/item/08-014,2026-08-02T07:17:09.253Z
Helix,Екатеринбург,Все анализы,analysis,08-017,Суммарные иммуноглобулины E (IgE) в сыворотке,565,,До 2 суток. Указанный срок не включает день взятия биоматериала,https://helix.ru/catalog/item/08-017,2026-08-02T07:17:09.253Z
Helix,Екатеринбург,Все анализы,complex,08-029,"Катехоламины (адреналин, норадреналин, дофамин) в моче",2590,,До 5 суток. Указанный срок не включает день взятия биоматериала,https://helix.ru/catalog/item/08-029,2026-08-02T07:17:09.253Z
Helix,Екатеринбург,Все анализы,analysis,08-031,Кортизол в моче,990,,До 2 суток,https://helix.ru/catalog/item/08-031,2026-08-02T07:17:09.253Z
Helix,Екатеринбург,Все анализы,analysis,08-050,Тестостерон свободный,915,,До 2 суток. Указанный срок не включает день взятия биоматериала,https://helix.ru/catalog/item/08-050,2026-08-02T07:17:09.253Z
Helix,Екатеринбург,Все анализы,analysis,08-038,Простат-специфический антиген общий (ПСА общий),620,,До 2 суток. Указанный срок не включает день взятия биоматериала,https://helix.ru/catalog/item/08-038,2026-08-02T07:17:09.253Z
Helix,Екатеринбург,Все анализы,analysis,08-042,Раковый эмбриональный антиген (РЭА),760,,До 2 суток. Указанный срок не включает день взятия биоматериала,https://helix.ru/catalog/item/08-042,2026-08-02T07:17:09.253Z
Helix,Екатеринбург,Все анализы,analysis,08-030,Кортизол,565,,До 2 суток. Указанный срок не включает день взятия биоматериала,https://helix.ru/catalog/item/08-030,2026-08-02T07:17:09.253Z
Helix,Екатеринбург,Все анализы,analysis,08-051,Тиреоглобулин,690,,До 2 суток. Указанный срок не включает день взятия биоматериала,https://helix.ru/catalog/item/08-051,2026-08-02T07:17:09.253Z
Helix,Екатеринбург,Все анализы,analysis,08-056,Эстриол свободный,830,,До 00:00 следующего дня. Указанный срок не включает день взятия биоматериала,https://helix.ru/catalog/item/08-056,2026-08-02T07:17:09.253Z
Helix,Екатеринбург,Все анализы,analysis,08-043,Соматотропный гормон,900,,До 00:00 следующего дня. Указанный срок не включает день взятия биоматериала,https://helix.ru/catalog/item/08-043,2026-08-02T07:17:09.253Z
Helix,Екатеринбург,Все анализы,analysis,08-034,Плацентарный лактоген,1315,,До 7 суток. Указанный срок не включает день взятия биоматериала,https://helix.ru/catalog/item/08-034,2026-08-02T07:17:09.253Z
Helix,Екатеринбург,Все анализы,analysis,08-033,"Паратиреоидный гормон, интактный",915,,До 2 суток. Указанный срок не включает день взятия биоматериала,https://helix.ru/catalog/item/08-033,2026-08-02T07:17:09.253Z
Helix,Екатеринбург,Все анализы,analysis,08-057,Антиген плоскоклеточной карциномы (SCCA),2320,,До 3 суток. Указанный срок не включает день взятия биоматериала,https://helix.ru/catalog/item/08-057,2026-08-02T07:17:09.253Z
Helix,Екатеринбург,Все анализы,complex,08-083,"Катехоламины (адреналин, норадреналин, дофамин) и серотонин в крови",2565,,До 5 суток. Указанный срок не включает день взятия биоматериала,https://helix.ru/catalog/item/08-083,2026-08-02T07:17:09.253Z
Helix,Екатеринбург,Все анализы,complex,08-073,"Метаболиты катехоламинов (ванилилминдальная кислота, гомованилиновая кислота, 5-гидроксииндолуксусная кислота) в моче",3560,,До 6 суток. Указанный срок не включает день взятия биоматериала,https://helix.ru/catalog/item/08-073,2026-08-02T07:17:09.253Z
Helix,Екатеринбург,Все анализы,complex,08-074,"Катехоламины (адреналин, норадреналин, дофамин) и их метаболиты (ванилилминдальная кислота, гомованилиновая кислота, 5-гидроксииндолуксусная кислота) в моче",5540,,До 6 суток. Указанный срок не включает день взятия биоматериала,https://helix.ru/catalog/item/08-074,2026-08-02T07:17:09.253Z
Helix,Екатеринбург,Все анализы,analysis,08-093,Антимюллеровский гормон,1695,,До 00:00 следующего дня. Указанный срок не включает день взятия биоматериала,https://helix.ru/catalog/item/08-093,2026-08-02T07:17:09.253Z
Helix,Екатеринбург,Все анализы,analysis,08-058,Нейронспецифическая энолаза (NSE),1655,,До 3 суток. Указанный срок не включает день взятия биоматериала,https://helix.ru/catalog/item/08-058,2026-08-02T07:17:09.253Z
Helix,Екатеринбург,Все анализы,analysis,08-091,Муциноподобный рако-ассоциированный антиген (MCA),1610,,До 10 суток. Указанный срок не включает день взятия биоматериала,https://helix.ru/catalog/item/08-091,2026-08-02T07:17:09.253Z
Helix,Екатеринбург,Все анализы,analysis,08-092,Копрологическая эластаза,3150,,До 9 суток. Указанный срок не включает день взятия биоматериала,https://helix.ru/catalog/item/08-092,2026-08-02T07:17:09.253Z
Helix,Екатеринбург,Все анализы,analysis,08-090,Пируваткиназа (TM2),2740,,До 10 суток. Указанный срок не включает день взятия биоматериала,https://helix.ru/catalog/item/08-090,2026-08-02T07:17:09.253Z
Helix,Екатеринбург,Все анализы,analysis,08-085,Инсулиноподобный фактор роста,1325,,До 2 суток. Указанный срок не включает день взятия биоматериала,https://helix.ru/catalog/item/08-085,2026-08-02T07:17:09.253Z
Helix,Екатеринбург,Все анализы,analysis,08-088,17-кетостероиды (17-КС) в моче,2145,,До 6 суток. Указанный срок не включает день взятия биоматериала,https://helix.ru/catalog/item/08-088,2026-08-02T07:17:09.253Z
Helix,Екатеринбург,Все анализы,analysis,08-071,Гастрин,1395,,До 5 суток. Указанный срок не включает день взятия биоматериала,https://helix.ru/catalog/item/08-071,2026-08-02T07:17:09.253Z
Helix,Екатеринбург,Все анализы,analysis,08-089,Ингибин B,1540,,До 10 суток. Указанный срок не включает день взятия биоматериала,https://helix.ru/catalog/item/08-089,2026-08-02T07:17:09.253Z
Helix,Екатеринбург,Все анализы,analysis,08-097,Пепсиноген I,1335,,До 8 суток. Указанный срок не включает день взятия биоматериала,https://helix.ru/catalog/item/08-097,2026-08-02T07:17:09.253Z
Helix,Екатеринбург,Все анализы,analysis,08-099,Пепсиноген II,1335,,До 8 суток. Указанный срок не включает день взятия биоматериала,https://helix.ru/catalog/item/08-099,2026-08-02T07:17:09.253Z
Helix,Екатеринбург,Все анализы,analysis,08-111,Лютеинизирующий гормон (ЛГ),520,,До 2 суток. Указанный срок не включает день взятия биоматериала,https://helix.ru/catalog/item/08-111,2026-08-02T07:17:09.253Z
Helix,Екатеринбург,Все анализы,analysis,08-112,Прогестерон,485,,До 2 суток. Указанный срок не включает день взятия биоматериала,https://helix.ru/catalog/item/08-112,2026-08-02T07:17:09.253Z
Helix,Екатеринбург,Все анализы,analysis,08-115,Тироксин общий (Т4),505,,До 2 суток. Указанный срок не включает день взятия биоматериала,https://helix.ru/catalog/item/08-115,2026-08-02T07:17:09.253Z
Helix,Екатеринбург,Все анализы,analysis,08-105,Раковый антиген CA 242,1155,,До 3 суток,https://helix.ru/catalog/item/08-105,2026-08-02T07:17:09.253Z
Helix,Екатеринбург,Все анализы,analysis,08-113,Трийодтиронин общий (Т3),500,,До 2 суток. Указанный срок не включает день взятия биоматериала,https://helix.ru/catalog/item/08-113,2026-08-02T07:17:09.253Z
Helix,Екатеринбург,Все анализы,analysis,08-114,Трийодтиронин свободный (Т3 свободный),485,,До 2 суток. Указанный срок не включает день взятия биоматериала,https://helix.ru/catalog/item/08-114,2026-08-02T07:17:09.253Z
Helix,Екатеринбург,Все анализы,analysis,08-096,Лептин,1260,,До 9 суток. Указанный срок не включает день взятия биоматериала,https://helix.ru/catalog/item/08-096,2026-08-02T07:17:09.253Z
Helix,Екатеринбург,Все анализы,analysis,08-110,Дегидроэпиандростеронсульфат (ДЭА-SO4),520,,До 2 суток. Указанный срок не включает день взятия биоматериала,https://helix.ru/catalog/item/08-110,2026-08-02T07:17:09.253Z
Helix,Екатеринбург,Все анализы,analysis,08-095,Ренин,1405,,До 6 суток,https://helix.ru/catalog/item/08-095,2026-08-02T07:17:09.253Z
Helix,Екатеринбург,Все анализы,analysis,08-094,"Эозинофильный катионный белок (ECP), ImmunoCAP",2920,,До 3 суток. Указанный срок не включает день взятия биоматериала,https://helix.ru/catalog/item/08-094,2026-08-02T07:17:09.253Z
Helix,Екатеринбург,Все анализы,analysis,08-124,Андростендиол глюкуронид,1460,,До 6 суток. Указанный срок не включает день взятия биоматериала,https://helix.ru/catalog/item/08-124,2026-08-02T07:17:09.253Z
Helix,Екатеринбург,Все анализы,analysis,08-117,Тестостерон,470,,До 2 суток. Указанный срок не включает день взятия биоматериала,https://helix.ru/catalog/item/08-117,2026-08-02T07:17:09.253Z
Helix,Екатеринбург,Все анализы,analysis,08-121,Макропролактин,1225,,До 2 суток. Указанный срок не включает день взятия биоматериала,https://helix.ru/catalog/item/08-121,2026-08-02T07:17:09.253Z
Helix,Екатеринбург,Все анализы,analysis,08-126,Ассоциированный с беременностью протеин А плазмы (PAPP-A),960,,До 3 суток,https://helix.ru/catalog/item/08-126,2026-08-02T07:17:09.253Z
Helix,Екатеринбург,Все анализы,analysis,08-122,Пролактин,465,,До 2 суток. Указанный срок не включает день взятия биоматериала,https://helix.ru/catalog/item/08-122,2026-08-02T07:17:09.253Z
Helix,Екатеринбург,Все анализы,analysis,08-120,Эстрадиол,510,,До 2 суток. Указанный срок не включает день взятия биоматериала,https://helix.ru/catalog/item/08-120,2026-08-02T07:17:09.253Z
Helix,Екатеринбург,Все анализы,analysis,08-116,Тироксин свободный (Т4 свободный),485,,До 2 суток. Указанный срок не включает день взятия биоматериала,https://helix.ru/catalog/item/08-116,2026-08-02T07:17:09.253Z
Helix,Екатеринбург,Все анализы,analysis,08-118,Тиреотропный гормон (ТТГ),350,,До 2 суток. Указанный срок не включает день взятия биоматериала,https://helix.ru/catalog/item/08-118,2026-08-02T07:17:09.253Z
Helix,Екатеринбург,Все анализы,analysis,08-119,Фолликулостимулирующий гормон (ФСГ),535,,До 2 суток. Указанный срок не включает день взятия биоматериала,https://helix.ru/catalog/item/08-119,2026-08-02T07:17:09.253Z
Helix,Екатеринбург,Все анализы,analysis,08-125,Проинсулин,4675,,До 18 суток. Указанный срок не включает день взятия биоматериала,https://helix.ru/catalog/item/08-125,2026-08-02T07:17:09.253Z
Helix,Екатеринбург,Все анализы,analysis,08-123,Прегненолон,3095,,До 10 суток. Указанный срок не включает день взятия биоматериала,https://helix.ru/catalog/item/08-123,2026-08-02T07:17:09.253Z
Helix,Екатеринбург,Все анализы,analysis,08-128,Прогастрин-высвобождающий пептид (Pro-GRP),2730,,До 3 суток. Указанный срок не включает день взятия биоматериала,https://helix.ru/catalog/item/08-128,2026-08-02T07:17:09.253Z
Helix,Екатеринбург,Все анализы,complex,08-132,Метанефрин свободный и норметанефрин свободный в моче,2720,,До 5 суток. Указанный срок не включает день взятия биоматериала,https://helix.ru/catalog/item/08-132,2026-08-02T07:17:09.253Z
Helix,Екатеринбург,Все анализы,complex,08-131,"Катехоламины (адреналин, норадреналин, дофамин), серотонин в крови и их метаболиты (ванилилминдальная кислота, гомованилиновая кислота, 5-гидроксииндолуксусная кислота) в моче",3555,,До 5 суток. Указанный срок не включает день взятия биоматериала,https://helix.ru/catalog/item/08-131,2026-08-02T07:17:09.253Z
Helix,Екатеринбург,Все анализы,analysis,08-139,Плацентарный фактор роста (PlGF),4945,,До 7 суток. Указанный срок не включает день взятия биоматериала,https://helix.ru/catalog/item/08-139,2026-08-02T07:17:09.253Z
Helix,Екатеринбург,Все анализы,analysis,08-135,Белок S-100,2930,,До 00:00 следующего дня. Указанный срок не включает день взятия биоматериала,https://helix.ru/catalog/item/08-135,2026-08-02T07:17:09.253Z
Helix,Екатеринбург,Все анализы,analysis,08-140,Кортизол в слюне,940,,До 2 суток. Указанный срок не включает день взятия биоматериала,https://helix.ru/catalog/item/08-140,2026-08-02T07:17:09.253Z
Helix,Екатеринбург,Все анализы,analysis,08-137,Человеческий эпидидимальный протеин 4 (HE4),1405,,До 00:00 следующего дня. Указанный срок не включает день взятия биоматериала,https://helix.ru/catalog/item/08-137,2026-08-02T07:17:09.253Z
Helix,Екатеринбург,Все анализы,analysis,08-136,Трофобластический бета-1-гликопротеин,685,,До 6 суток. Указанный срок не включает день взятия биоматериала,https://helix.ru/catalog/item/08-136,2026-08-02T07:17:09.253Z
Helix,Екатеринбург,Все анализы,complex,08-133,Метанефрин общий и норметанефрин общий в моче,2950,,До 5 суток. Указанный срок не включает день взятия биоматериала,https://helix.ru/catalog/item/08-133,2026-08-02T07:17:09.253Z
Helix,Екатеринбург,Все анализы,analysis,08-141,Хромогранин А,5205,,До 11 суток,https://helix.ru/catalog/item/08-141,2026-08-02T07:17:09.253Z
Helix,Екатеринбург,Все анализы,complex,08-142,Тироксин и его метаболиты,10220,,До 5 суток. Указанный срок не включает день взятия биоматериала,https://helix.ru/catalog/item/08-142,2026-08-02T07:17:09.253Z
Helix,Екатеринбург,Все анализы,analysis,08-129,Гастрин-17,2305,,До 3 суток,https://helix.ru/catalog/item/08-129,2026-08-02T07:17:09.253Z
Helix,Екатеринбург,Все анализы,analysis,08-134,Триптаза,4300,,До 7 суток. Указанный срок не включает день взятия биоматериала,https://helix.ru/catalog/item/08-134,2026-08-02T07:17:09.253Z
Helix,Екатеринбург,Все анализы,complex,08-150,"Андрогены и их метаболиты, расчет соотношений, эстрогены и прогестагены (12 показателей)",10675,,До 6 суток. Указанный срок не включает день взятия биоматериала,https://helix.ru/catalog/item/08-150,2026-08-02T07:17:09.253Z
Helix,Екатеринбург,Все анализы,complex,08-149,"Андрогены и их метаболиты (8 показателей), расчет соотношений",5495,,До 6 суток. Указанный срок не включает день взятия биоматериала,https://helix.ru/catalog/item/08-149,2026-08-02T07:17:09.253Z
Helix,Екатеринбург,Все анализы,complex,08-147,Эстрогены и прогестагены (4 показателя),8800,,До 6 суток. Указанный срок не включает день взятия биоматериала,https://helix.ru/catalog/item/08-147,2026-08-02T07:17:09.253Z
Helix,Екатеринбург,Все анализы,complex,08-148,"Эстрогены и их метаболиты, расчет соотношений, прегнандиол (10 показателей)",8050,,До 6 суток. Указанный срок не включает день взятия биоматериала,https://helix.ru/catalog/item/08-148,2026-08-02T07:17:09.253Z
Helix,Екатеринбург,Все анализы,complex,08-151,Альдостерон-рениновое соотношение,4215,,До 6 суток,https://helix.ru/catalog/item/08-151,2026-08-02T07:17:09.253Z
Helix,Екатеринбург,Все анализы,analysis,08-146,Тестостерон в слюне,2335,,До 10 суток. Указанный срок не включает день взятия биоматериала,https://helix.ru/catalog/item/08-146,2026-08-02T07:17:09.253Z
Helix,Екатеринбург,Все анализы,analysis,08-152,Кислый альфа-1-гликопротеин (орозомукоид),2225,,До 7 суток. Указанный срок не включает день взятия биоматериала,https://helix.ru/catalog/item/08-152,2026-08-02T07:17:09.253Z
Helix,Екатеринбург,Все анализы,analysis,08-156,"Тестостерон свободный в слюне, ВЭЖХ",1755,,До 4 суток. Указанный срок не включает день взятия биоматериала,https://helix.ru/catalog/item/08-156,2026-08-02T07:17:09.253Z
